Serial_No,Constituency_ No.,Constituency_Name,Total_Electors,Candidate_Name,Gender,Age,Category,Party,Symbol,General_Votes,Postal_Votes,Total_Votes,Percent_Valid_Votes,Percent_Total_Electors
9,215, TIRUCHENDUR ,233061,Venkatesh Perumal. S,MALE,50,GENERAL,IND,Ship,224,1,225,0.12,0.1
10,215, TIRUCHENDUR ,233061,Meera Sahib,MALE,42,GENERAL,IND,Black board,173,2,175,0.09,0.08
11,215, TIRUCHENDUR ,233061,Shaik Abdul Kader. P.s.j,MALE,56,GENERAL,IND,Diamond,149,0,149,0.08,0.06
12,215, TIRUCHENDUR ,233061,Packia Sam. T,FEMALE,47,GENERAL,NIDP,Spanner,96,1,97,0.05,0.04
13,215, TIRUCHENDUR ,233061,Veerappa. T,MALE,67,GENERAL,IND,Bench,95,1,96,0.05,0.04
14,215, TIRUCHENDUR ,233061,Rajalingam. M,MALE,50,GENERAL,IND,Belt,59,0,59,0.03,0.03
1,216, SRIVAIKUNTAM ,214630,Saravanan. G,MALE,35,GENERAL,TVK,Whistle,58143,671,58814,33.34,27.4
2,216, SRIVAIKUNTAM ,214630,Shanmuganathan. S. P,MALE,71,GENERAL,ADMK,Two leaves,56712,916,57628,32.67,26.85
3,216, SRIVAIKUNTAM ,214630,Oorvasi Amirtharaj. S,MALE,42,GENERAL,INC,Hand,40316,961,41277,23.4,19.23
4,216, SRIVAIKUNTAM ,214630,Shunmugasundaram. S,MALE,29,GENERAL,NTK,Carrying,12912,241,13153,7.46,6.13
5,216, SRIVAIKUNTAM ,214630,Muthuramalingam. S,MALE,49,GENERAL,AIFB,Lion,2299,48,2347,1.33,1.09
6,216, SRIVAIKUNTAM ,214630,Rajasuthan. N,MALE,48,SC,PT,Gas cylinder,959,56,1015,0.58,0.47
8,216, SRIVAIKUNTAM ,214630,Sudalaimani. A,MALE,37,SC,NNNMNEK,Balloon,295,1,296,0.17,0.14
9,216, SRIVAIKUNTAM ,214630,Bishop Dr Godfrey Noble,MALE,52,GENERAL,IND,Tube light,245,3,248,0.14,0.12
10,216, SRIVAIKUNTAM ,214630,Subramanian. M,MALE,42,GENERAL,PMTDK,Baby walker,206,2,208,0.12,0.1
11,216, SRIVAIKUNTAM ,214630,Vasanth Fernando. T,MALE,38,GENERAL,IND,Road roller,187,0,187,0.11,0.09
12,216, SRIVAIKUNTAM ,214630,Murugan. S,MALE,54,GENERAL,IND,Bangles,177,1,178,0.1,0.08
13,216, SRIVAIKUNTAM ,214630,Arunachalam. C,MALE,31,GENERAL,IND,Ship,137,2,139,0.08,0.06
14,216, SRIVAIKUNTAM ,214630,Viyanarasu. A,MALE,66,SC,tavk,Camera,132,3,135,0.08,0.06
15,216, SRIVAIKUNTAM ,214630,Mundasamy. K,MALE,63,GENERAL,VSHWTMLK,Ring,129,1,130,0.07,0.06
16,216, SRIVAIKUNTAM ,214630,Bharath. M,MALE,36,GENERAL,NIDP,Spanner,85,2,87,0.05,0.04
1,217, OTTAPIDARAM (SC) ,244686,P .mathanraja,MALE,41,SC,TVK,Whistle,80561,1064,81625,41.62,33.36
2,217, OTTAPIDARAM (SC) ,244686,P.m.ramajeyam,MALE,43,SC,DMK,Rising sun,51927,615,52542,26.79,21.47
4,217, OTTAPIDARAM (SC) ,244686,M. Anusiya,FEMALE,31,SC,NTK,Carrying,16966,313,17279,8.81,7.06
5,217, OTTAPIDARAM (SC) ,244686,Dr.k. Krishnasamy,MALE,74,SC,PT,Gas cylinder,14756,294,15050,7.67,6.15
7,217, OTTAPIDARAM (SC) ,244686,C. Aruna Devi,FEMALE,40,SC,NNNMNEK,Mike,745,16,761,0.39,0.31
8,217, OTTAPIDARAM (SC) ,244686,C .selvakumar,MALE,39,SC,tavk,Camera,506,9,515,0.26,0.21
9,217, OTTAPIDARAM (SC) ,244686,Vedaprakash. A,MALE,67,SC,IND,Diamond,387,0,387,0.2,0.16
10,217, OTTAPIDARAM (SC) ,244686,M. Ananth,MALE,35,SC,IND,Balloon,354,3,357,0.18,0.15
11,217, OTTAPIDARAM (SC) ,244686,S .muthuselvam,MALE,26,SC,IND,Black board,260,4,264,0.13,0.11
12,217, OTTAPIDARAM (SC) ,244686,Subbulakshmi. S,FEMALE,46,SC,NIDP,Spanner,226,4,230,0.12,0.09
13,217, OTTAPIDARAM (SC) ,244686,M .lakshmanan,MALE,41,SC,IND,Bat,197,4,201,0.1,0.08
14,217, OTTAPIDARAM (SC) ,244686,G .murugan,MALE,59,SC,IND,Bangles,152,4,156,0.08,0.06
1,218, KOVILPATTI ,242359,Karunanithi.k,MALE,50,GENERAL,DMK,Rising sun,60803,840,61643,31.74,25.43
2,218, KOVILPATTI ,242359,Balasubramanian.s,MALE,41,GENERAL,TVK,Whistle,60142,658,60800,31.3,25.09
3,218, KOVILPATTI ,242359,Kadambur Raju.c,MALE,66,GENERAL,ADMK,Two leaves,52393,621,53014,27.29,21.87
4,218, KOVILPATTI ,242359,Pandi.p,MALE,35,GENERAL,NTK,Carrying,11691,228,11919,6.14,4.92
5,218, KOVILPATTI ,242359,Athikumar Kudumbar.b,MALE,49,SC,IND,Gas cylinder,2932,60,2992,1.54,1.23
8,218, KOVILPATTI ,242359,Poundurai.k,MALE,31,GENERAL,IND,Bat,398,0,398,0.2,0.16
9,218, KOVILPATTI ,242359,Premkumar.k,MALE,55,GENERAL,IND,Green chilli,376,2,378,0.19,0.16
10,218, KOVILPATTI ,242359,Pandimuneeswari.k,FEMALE,38,SC,IND,Diamond,366,1,367,0.19,0.15
11,218, KOVILPATTI ,242359,Saravanan.s,MALE,38,GENERAL,TMZPRSUKTC,Matchbox,353,3,356,0.18,0.15
12,218, KOVILPATTI ,242359,Paramasivan.s,MALE,64,SC,IND,Scissors,275,0,275,0.14,0.11
13,218, KOVILPATTI ,242359,Ramachandran.r,MALE,68,SC,BSP,Elephant,186,8,194,0.1,0.08
14,218, KOVILPATTI ,242359,Sekar.c,MALE,53,SC,IND,Television,176,1,177,0.09,0.07
15,218, KOVILPATTI ,242359,Hari Balakrishnan.g,MALE,28,GENERAL,PMTDK,Baby walker,139,0,139,0.07,0.06
16,218, KOVILPATTI ,242359,Gurusamy.k,MALE,50,GENERAL,IND,Road roller,103,1,104,0.05,0.04
17,218, KOVILPATTI ,242359,Chinna Maharaja.k,MALE,40,GENERAL,IND,Chappals,94,0,94,0.05,0.04
18,218, KOVILPATTI ,242359,Renganayagalu.s,MALE,47,GENERAL,IND,Tiller,90,0,90,0.05,0.04
19,218, KOVILPATTI ,242359,Ponnusamy.m,MALE,59,SC,IND,Bucket,77,0,77,0.04,0.03
20,218, KOVILPATTI ,242359,Muneeswaran.r,MALE,27,SC,IND,Electric pole,69,0,69,0.04,0.03
21,218, KOVILPATTI ,242359,Gunasekaran.p,MALE,64,GENERAL,IND,Flute,50,5,55,0.03,0.02
22,218, KOVILPATTI ,242359,Arumugavel.t,MALE,38,GENERAL,NIDP,Spanner,50,2,52,0.03,0.02
1,219, SANKARANKOVIL (SC) ,239035,Dr. Dhilipan Jaishankar,MALE,29,SC,ADMK,Two leaves,63854,1011,64865,33.01,27.14
2,219, SANKARANKOVIL (SC) ,239035,C. Ramarajan,MALE,41,SC,TVK,Whistle,57194,1182,58376,29.71,24.42
3,219, SANKARANKOVIL (SC) ,239035,Sangai. Ganesan,MALE,57,SC,INC,Hand,41969,598,42567,21.66,17.81
4,219, SANKARANKOVIL (SC) ,239035,M. Kavitha,FEMALE,41,SC,NTK,Carrying,12442,325,12767,6.5,5.34
6,219, SANKARANKOVIL (SC) ,239035,Prabakaran,MALE,39,SC,PT,Gas cylinder,4509,103,4612,2.35,1.93
7,219, SANKARANKOVIL (SC) ,239035,K.suresh,MALE,43,SC,IND,Diamond,762,4,766,0.39,0.32
8,219, SANKARANKOVIL (SC) ,239035,Anand,MALE,35,SC,IND,Peas,653,8,661,0.34,0.28
10,219, SANKARANKOVIL (SC) ,239035,V. Paulpandian,MALE,54,SC,IND,Refrigerator,502,2,504,0.26,0.21
11,219, SANKARANKOVIL (SC) ,239035,S. Mariappan,MALE,31,SC,BSP,Elephant,495,5,500,0.25,0.21
12,219, SANKARANKOVIL (SC) ,239035,C. Ravi,MALE,52,SC,TMNK,Electric pole,481,6,487,0.25,0.2
13,219, SANKARANKOVIL (SC) ,239035,K. Ravikumar,MALE,36,SC,IND,Tooth brush,398,0,398,0.2,0.17
14,219, SANKARANKOVIL (SC) ,239035,S.arulraj,MALE,65,SC,IND,Binoculars,258,1,259,0.13,0.11
15,219, SANKARANKOVIL (SC) ,239035,K. Subburaj,MALE,42,SC,IND,Nail cutter,214,1,215,0.11,0.09
16,219, SANKARANKOVIL (SC) ,239035,J. Pandi,MALE,41,SC,BMK,Balloon,181,2,183,0.09,0.08
17,219, SANKARANKOVIL (SC) ,239035,S. Muthuselvan,MALE,49,SC,IND,Lady finger,183,0,183,0.09,0.08
18,219, SANKARANKOVIL (SC) ,239035,Velraj .s,MALE,42,SC,tavk,Camera,167,3,170,0.09,0.07
19,219, SANKARANKOVIL (SC) ,239035,K. Thangavel,MALE,65,SC,PMTDK,Baby walker,162,1,163,0.08,0.07
20,219, SANKARANKOVIL (SC) ,239035,N.selvam,MALE,60,SC,NIDP,Spanner,132,2,134,0.07,0.06
21,219, SANKARANKOVIL (SC) ,239035,M. Raj,MALE,42,SC,IND,Bat,104,0,104,0.05,0.04
1,220, VASUDEVANALLUR (SC) ,229179,E. Raja,MALE,40,SC,DMK,Rising sun,61907,1138,63045,33.22,27.51
2,220, VASUDEVANALLUR (SC) ,229179,Ananthan Ayyasamy,MALE,50,SC,BJP,Lotus,55452,1010,56462,29.75,24.64
3,220, VASUDEVANALLUR (SC) ,229179,R. Amutharani,FEMALE,50,SC,TVK,Whistle,45074,788,45862,24.16,20.01
4,220, VASUDEVANALLUR (SC) ,229179,Esai Mathivanan,MALE,39,SC,NTK,Carrying,12529,327,12856,6.77,5.61
5,220, VASUDEVANALLUR (SC) ,229179,K. Paulraj,MALE,64,SC,PT,Gas cylinder,3991,128,4119,2.17,1.8
7,220, VASUDEVANALLUR (SC) ,229179,A. Palanikumar,MALE,52,SC,IND,Camera,1020,0,1020,0.54,0.45
8,220, VASUDEVANALLUR (SC) ,229179,Senthilkumar,MALE,51,SC,IND,Laptop,730,1,731,0.39,0.32
11,220, VASUDEVANALLUR (SC) ,229179,P. Karpagavalli,FEMALE,38,SC,IND,Diamond,481,5,486,0.26,0.21
12,220, VASUDEVANALLUR (SC) ,229179,I. Saravanan,MALE,28,SC,IND,Bat,361,2,363,0.19,0.16
13,220, VASUDEVANALLUR (SC) ,229179,R. Rameshkumar,MALE,47,SC,BSP,Elephant,331,2,333,0.18,0.15
15,220, VASUDEVANALLUR (SC) ,229179,B. Veeralakshmi,FEMALE,39,SC,TMNK,Electric pole,179,4,183,0.1,0.08
16,220, VASUDEVANALLUR (SC) ,229179,K. Ramachandran,MALE,37,SC,IND,Lady finger,178,1,179,0.09,0.08
18,220, VASUDEVANALLUR (SC) ,229179,K. Rajendran,MALE,42,SC,PMTDK,Baby walker,141,0,141,0.07,0.06
19,220, VASUDEVANALLUR (SC) ,229179,M. Arumugasamy,MALE,67,SC,IND,Matchbox,123,0,123,0.06,0.05
1,221, KADAYANALLUR ,269723,Rajendran. T. M,MALE,61,GENERAL,DMK,Rising sun,78809,1023,79832,35.97,29.6
2,221, KADAYANALLUR ,269723,C. Krishnamurali,MALE,44,GENERAL,ADMK,Two leaves,72625,954,73579,33.15,27.28
3,221, KADAYANALLUR ,269723,Abdul Jaleel. R. K,MALE,45,GENERAL,TVK,Whistle,48793,461,49254,22.19,18.26
4,221, KADAYANALLUR ,269723,Abubacker Siddheeq,MALE,27,GENERAL,NTK,Carrying,10813,152,10965,4.94,4.07
5,221, KADAYANALLUR ,269723,Kavitha. R,FEMALE,39,SC,PT,Bucket,2785,97,2882,1.3,1.07
6,221, KADAYANALLUR ,269723,Esakki Pandi. K,MALE,42,SC,IND,Peas,575,1,576,0.26,0.21
9,221, KADAYANALLUR ,269723,T. Maheshkumar,MALE,35,SC,BSP,Elephant,505,5,510,0.23,0.19
10,221, KADAYANALLUR ,269723,Barisha Banu. M,FEMALE,29,GENERAL,IND,Coat,463,4,467,0.21,0.17
11,221, KADAYANALLUR ,269723,Ganesan. M,MALE,33,GENERAL,IND,Electric pole,396,17,413,0.19,0.15
12,221, KADAYANALLUR ,269723,Seenivasan. S,MALE,38,GENERAL,IND,Television,369,11,380,0.17,0.14
13,221, KADAYANALLUR ,269723,Shahin Fathima. A,FEMALE,31,GENERAL,tavk,Camera,351,5,356,0.16,0.13
14,221, KADAYANALLUR ,269723,Nagarajan. L,MALE,29,GENERAL,IND,Well,290,0,290,0.13,0.11
15,221, KADAYANALLUR ,269723,Rajan. B. S,MALE,55,GENERAL,AJPK,Gas cylinder,238,6,244,0.11,0.09
16,221, KADAYANALLUR ,269723,Rajamaravan. S,MALE,42,GENERAL,IND,Gas Stove,231,3,234,0.11,0.09
17,221, KADAYANALLUR ,269723,Parthipan. V,MALE,35,SC,IND,Telephone,212,4,216,0.1,0.08
18,221, KADAYANALLUR ,269723,Lakshmi. A,FEMALE,35,SC,SAP,Diamond,176,3,179,0.08,0.07
19,221, KADAYANALLUR ,269723,Esakki. K,MALE,35,GENERAL,IND,Ship,138,0,138,0.06,0.05
20,221, KADAYANALLUR ,269723,S. Muruganantham,MALE,68,SC,IND,Truck,107,2,109,0.05,0.04
21,221, KADAYANALLUR ,269723,Venkatesh. P,MALE,33,GENERAL,IND,Binoculars,108,1,109,0.05,0.04
22,221, KADAYANALLUR ,269723,M. Arumugasamy,MALE,67,SC,IND,Matchbox,99,2,101,0.05,0.04
23,221, KADAYANALLUR ,269723,Sureshkumar. S,MALE,52,GENERAL,NIDP,Spanner,53,0,53,0.02,0.02
1,222, TENKASI ,282002,Dr.kalai Kathiravan,MALE,38,GENERAL,DMK,Rising sun,78535,1164,79699,33.92,28.26
2,222, TENKASI ,282002,S.selva Mohandas Pandian,MALE,56,GENERAL,ADMK,Two leaves,68626,774,69400,29.53,24.61
3,222, TENKASI ,282002,A. Rajaprakash,MALE,38,GENERAL,TVK,Whistle,54929,614,55543,23.64,19.7
4,222, TENKASI ,282002,P. Pushpalatha,FEMALE,41,GENERAL,NTK,Carrying,16121,273,16394,6.98,5.81
6,222, TENKASI ,282002,S.thirumalai Kumar,MALE,33,SC,PT,Gas cylinder,1321,44,1365,0.58,0.48
8,222, TENKASI ,282002,G. Poorana Selvan,MALE,30,GENERAL,IND,Helmet,547,1,548,0.23,0.19
9,222, TENKASI ,282002,Isaki Pandian,MALE,51,GENERAL,BSP,Elephant,515,3,518,0.22,0.18
11,222, TENKASI ,282002,Durairaj,MALE,55,GENERAL,IND,Lady finger,420,4,424,0.18,0.15
12,222, TENKASI ,282002,M. Ponnudurai,MALE,46,GENERAL,IND,Scissors,311,0,311,0.13,0.11
13,222, TENKASI ,282002,Shahul Hameed,MALE,25,GENERAL,IND,Truck,280,15,295,0.13,0.1
14,222, TENKASI ,282002,S.manogaran,MALE,69,GENERAL,KDC,Matchbox,240,4,244,0.1,0.09
15,222, TENKASI ,282002,P.noble Krishna,MALE,28,GENERAL,IND,Electric pole,238,1,239,0.1,0.08
16,222, TENKASI ,282002,Gomathi Sankar,MALE,26,GENERAL,tavk,Camera,228,6,234,0.1,0.08
17,222, TENKASI ,282002,R. Ramkumar,MALE,28,GENERAL,IND,Water melon,221,3,224,0.1,0.08
18,222, TENKASI ,282002,R.krishnan,MALE,31,GENERAL,IND,Bricks,200,4,204,0.09,0.07
20,222, TENKASI ,282002,K.muthu,MALE,28,GENERAL,IND,Road roller,114,0,114,0.05,0.04
21,222, TENKASI ,282002,A.mariappan,MALE,41,SC,IND,Brush,109,2,111,0.05,0.04
23,222, TENKASI ,282002,R. Selvakumar,MALE,45,GENERAL,NIDP,Spanner,79,1,80,0.03,0.03
1,223, ALANGULAM ,255730,Paul Manoj Pandian,MALE,54,GENERAL,DMK,Rising sun,67974,1196,69170,31.32,27.05
2,223, ALANGULAM ,255730,K R P Prabakaran,MALE,45,GENERAL,ADMK,Two leaves,60584,788,61372,27.79,24
3,223, ALANGULAM ,255730,Vibin Chakkaravarthy,MALE,28,GENERAL,TVK,Whistle,60046,638,60684,27.48,23.73
4,223, ALANGULAM ,255730,R Paulraj,MALE,38,GENERAL,NTK,Carrying,23017,363,23380,10.59,9.14
6,223, ALANGULAM ,255730,A Udhayakumar,MALE,33,GENERAL,PT,Gas cylinder,1590,30,1620,0.73,0.63
8,223, ALANGULAM ,255730,Jeyanthi,FEMALE,35,GENERAL,IND,Diamond,426,6,432,0.2,0.17
9,223, ALANGULAM ,255730,R Kotherimohideen,MALE,34,GENERAL,IND,Ship,195,4,199,0.09,0.08
10,223, ALANGULAM ,255730,W Jayson,MALE,30,GENERAL,IND,Laptop,196,0,196,0.09,0.08
11,223, ALANGULAM ,255730,U Aravind,MALE,41,GENERAL,IND,Electric pole,183,6,189,0.09,0.07
12,223, ALANGULAM ,255730,A Subash Chandra Bose,MALE,27,GENERAL,TK,Matchbox,180,2,182,0.08,0.07
13,223, ALANGULAM ,255730,T Marikumar,MALE,30,GENERAL,IND,Bench,151,10,161,0.07,0.06
14,223, ALANGULAM ,255730,K Arunkumar,MALE,35,GENERAL,IND,Robot,111,21,132,0.06,0.05
1,224, TIRUNELVELI ,276296,Murughan.r.s.,MALE,58,GENERAL,TVK,Whistle,75157,683,75840,34.72,27.45
2,224, TIRUNELVELI ,276296,Subramanian.s,MALE,50,GENERAL,DMK,Rising sun,63449,977,64426,29.5,23.32
3,224, TIRUNELVELI ,276296,Thachai Ganesaraja,MALE,64,GENERAL,ADMK,Two leaves,46953,551,47504,21.75,17.19
4,224, TIRUNELVELI ,276296,Sathya. B.,FEMALE,48,GENERAL,NTK,Carrying,14908,200,15108,6.92,5.47
5,224, TIRUNELVELI ,276296,Dr.shyam Krishnasamy,MALE,33,SC,PT,Gas cylinder,10473,161,10634,4.87,3.85
7,224, TIRUNELVELI ,276296,Arumugaraj. S.,MALE,48,GENERAL,tavk,Camera,547,9,556,0.25,0.2
10,224, TIRUNELVELI ,276296,Chendur Maharajan,MALE,37,GENERAL,PMTDK,Baby walker,343,3,346,0.16,0.13
11,224, TIRUNELVELI ,276296,Mugesh Subramanian,MALE,32,GENERAL,IND,Flute,345,1,346,0.16,0.13
12,224, TIRUNELVELI ,276296,Veerabaghu. M.,MALE,44,SC,IND,Road roller,337,0,337,0.15,0.12
13,224, TIRUNELVELI ,276296,Kannan. G.,MALE,53,GENERAL,AJPK,Bat,286,4,290,0.13,0.1
14,224, TIRUNELVELI ,276296,Subramanian. E.,MALE,29,GENERAL,IND,Bread,242,18,260,0.12,0.09
15,224, TIRUNELVELI ,276296,Athisaya Pndiyan. V.,MALE,52,SC,IND,Television,221,9,230,0.11,0.08
16,224, TIRUNELVELI ,276296,Velayutham. P.,MALE,48,GENERAL,IND,Sitar,213,8,221,0.1,0.08
18,224, TIRUNELVELI ,276296,Murugalakshmanan,MALE,40,GENERAL,IND,Cube,168,3,171,0.08,0.06
19,224, TIRUNELVELI ,276296,Eswara Vadivu. S.,FEMALE,46,GENERAL,NIDP,Spanner,113,1,114,0.05,0.04
20,224, TIRUNELVELI ,276296,Selvakumar Singh,MALE,29,SC,BHUDRP,Black board,108,1,109,0.05,0.04
21,224, TIRUNELVELI ,276296,Esakkiraja. V.,MALE,34,GENERAL,IND,Door bell,100,2,102,0.05,0.04
1,225, AMBASAMUDRAM ,228246,Dr.esakki Subaya,MALE,61,GENERAL,ADMK,Two leaves,64632,957,65589,34.3,28.74
2,225, AMBASAMUDRAM ,228246,V.p.durai,MALE,43,GENERAL,INC,Hand,54622,722,55344,28.95,24.25
3,225, AMBASAMUDRAM ,228246,S.rajagopal,MALE,37,GENERAL,TVK,Whistle,53087,524,53611,28.04,23.49
4,225, AMBASAMUDRAM ,228246,Dr.v.sivasankaran,MALE,38,GENERAL,NTK,Carrying,14669,237,14906,7.8,6.53
6,225, AMBASAMUDRAM ,228246,R.esaikannan,MALE,32,SC,BSP,Elephant,675,10,685,0.36,0.3
1,226, PALAYAMKOTTAI ,257498,M.abdul Wahab,MALE,59,GENERAL,DMK,Rising sun,78293,1451,79744,44.15,30.97
2,226, PALAYAMKOTTAI ,257498,Maria John,MALE,69,GENERAL,TVK,Whistle,64944,995,65939,36.51,25.61
3,226, PALAYAMKOTTAI ,257498,Syed Sulthan Samsudeen,MALE,34,GENERAL,ADMK,Two leaves,19259,473,19732,10.92,7.66
6,226, PALAYAMKOTTAI ,257498,Paulraj.v,MALE,37,GENERAL,IND,Matchbox,700,17,717,0.4,0.28
7,226, PALAYAMKOTTAI ,257498,Karthick Narayanan S.,MALE,50,GENERAL,IND,Hand cart,603,16,619,0.34,0.24
8,226, PALAYAMKOTTAI ,257498,Abdul Koya,MALE,42,GENERAL,IND,Gas cylinder,539,21,560,0.31,0.22
9,226, PALAYAMKOTTAI ,257498,T.a.umar,MALE,52,GENERAL,tavk,Camera,489,4,493,0.27,0.19
10,226, PALAYAMKOTTAI ,257498,Srinivash,MALE,36,SC,IND,Slate,346,0,346,0.19,0.13
11,226, PALAYAMKOTTAI ,257498,V.george,MALE,60,GENERAL,IND,Electric pole,220,1,221,0.12,0.09
12,226, PALAYAMKOTTAI ,257498,Esakkimuthu,MALE,36,GENERAL,PMTDK,Baby walker,193,8,201,0.11,0.08
13,226, PALAYAMKOTTAI ,257498,M.manikandan,MALE,32,GENERAL,IND,Television,149,0,149,0.08,0.06
15,226, PALAYAMKOTTAI ,257498,A. Sudhahar,MALE,47,GENERAL,IND,Pen drive,124,3,127,0.07,0.05
16,226, PALAYAMKOTTAI ,257498,S.thangadurai,MALE,55,GENERAL,NIDP,Spanner,121,2,123,0.07,0.05
18,226, PALAYAMKOTTAI ,257498,R.sesu,MALE,33,SC,IND,Bricks,82,7,89,0.05,0.03
1,227, NANGUNERI ,257480,Reddiarpatti V. Narayanan,MALE,58,GENERAL,TVK,Whistle,74047,905,74952,35.79,29.11
2,227, NANGUNERI ,257480,Ruby.r.manoharan,MALE,66,GENERAL,INC,Hand,57364,1169,58533,27.95,22.73
4,227, NANGUNERI ,257480,S. Selvam,MALE,44,GENERAL,NTK,Carrying,17379,239,17618,8.41,6.84
5,227, NANGUNERI ,257480,Tamilselvi,FEMALE,48,GENERAL,PT,Gas cylinder,11039,102,11141,5.32,4.33
6,227, NANGUNERI ,257480,M. Kumar,MALE,35,GENERAL,IND,Mixee,1076,22,1098,0.52,0.43
9,227, NANGUNERI ,257480,R. Janarthanan,MALE,31,SC,BSP,Elephant,647,12,659,0.31,0.26
10,227, NANGUNERI ,257480,S.mariyappan,MALE,42,GENERAL,IND,Telephone,631,6,637,0.3,0.25
12,227, NANGUNERI ,257480,Chithirai Selvan,MALE,44,GENERAL,tavk,Camera,485,6,491,0.23,0.19
13,227, NANGUNERI ,257480,Thanithangam,FEMALE,45,GENERAL,IND,Matchbox,440,1,441,0.21,0.17
15,227, NANGUNERI ,257480,Thulasi Sudalai,MALE,32,GENERAL,PMTDK,Baby walker,365,1,366,0.17,0.14
16,227, NANGUNERI ,257480,T. Sankar,MALE,40,GENERAL,IND,Gas Stove,358,2,360,0.17,0.14
17,227, NANGUNERI ,257480,Shanmugam,MALE,32,GENERAL,IND,Bench,285,8,293,0.14,0.11
18,227, NANGUNERI ,257480,Dev.p.jegadeesan,MALE,60,GENERAL,IND,Lady finger,264,1,265,0.13,0.1
19,227, NANGUNERI ,257480,N.kalaberumal,MALE,49,GENERAL,IND,Diamond,264,1,265,0.13,0.1
20,227, NANGUNERI ,257480,M. Aruna,FEMALE,37,GENERAL,IND,Pen drive,249,2,251,0.12,0.1
21,227, NANGUNERI ,257480,S. Shunmuga Sundaram,MALE,39,GENERAL,NIDP,Spanner,199,3,202,0.1,0.08
23,227, NANGUNERI ,257480,T. Lingadurai,MALE,41,GENERAL,IND,Chappals,175,3,178,0.08,0.07
25,227, NANGUNERI ,257480,R.ananthi,FEMALE,30,GENERAL,IND,Flute,168,1,169,0.08,0.07
26,227, NANGUNERI ,257480,T. Rajkumar,MALE,38,GENERAL,IND,Biscuit,147,1,148,0.07,0.06
1,228, RADHAPURAM ,247310,Dr.sathish Christopher,MALE,41,GENERAL,TVK,Whistle,69400,547,69947,34.99,28.28
2,228, RADHAPURAM ,247310,Appavu.m,MALE,74,GENERAL,DMK,Rising sun,56640,994,57634,28.83,23.3
3,228, RADHAPURAM ,247310,Balakrishnan.s.p,MALE,58,GENERAL,BJP,Lotus,52001,636,52637,26.33,21.28
4,228, RADHAPURAM ,247310,Girija Thamaraipandian.d,FEMALE,42,GENERAL,NTK,Carrying,15225,145,15370,7.69,6.21
8,228, RADHAPURAM ,247310,Essakkiammal.e,FEMALE,46,SC,BSP,Elephant,328,3,331,0.17,0.13
10,228, RADHAPURAM ,247310,Karthick.v,MALE,29,GENERAL,IND,Clip,222,10,232,0.12,0.09
12,228, RADHAPURAM ,247310,Manikandan.s,MALE,33,GENERAL,IND,Brief case,205,0,205,0.1,0.08
13,228, RADHAPURAM ,247310,Anand Prasad,MALE,32,GENERAL,IND,Bricks,195,0,195,0.1,0.08
14,228, RADHAPURAM ,247310,Manikandan.a.i,MALE,44,GENERAL,IND,Batsman,163,1,164,0.08,0.07
15,228, RADHAPURAM ,247310,Jesurajendran.j,MALE,52,GENERAL,NIDP,Spanner,162,1,163,0.08,0.07
16,228, RADHAPURAM ,247310,Kingsly Isacc Jebaraj.s,MALE,45,GENERAL,IND,Ring,131,3,134,0.07,0.05
18,228, RADHAPURAM ,247310,Mahalakshmi,FEMALE,36,GENERAL,PMTDK,Baby walker,101,2,103,0.05,0.04
19,228, RADHAPURAM ,247310,Sundarajan.s,MALE,51,GENERAL,IND,racket &,93,0,93,0.05,0.04
21,228, RADHAPURAM ,247310,Ananthi.r,FEMALE,30,GENERAL,IND,Flute,76,0,76,0.04,0.03
23,228, RADHAPURAM ,247310,Rajan.p,MALE,43,GENERAL,IND,T.V. Remote,52,0,52,0.03,0.02
24,228, RADHAPURAM ,247310,Arunraj,MALE,35,GENERAL,IND,Black board,34,0,34,0.02,0.01
1,229, KANNIYAKUMARI ,289561,Thalavai Sundaram. N,MALE,67,GENERAL,ADMK,Two leaves,73563,1482,75045,31.38,25.92
2,229, KANNIYAKUMARI ,289561,Mahesh.r,MALE,60,GENERAL,DMK,Rising sun,73186,1645,74831,31.29,25.84
3,229, KANNIYAKUMARI ,289561,Madhavan.s.r,MALE,47,GENERAL,TVK,Whistle,72264,713,72977,30.52,25.2
4,229, KANNIYAKUMARI ,289561,Maria Jennifer,FEMALE,44,GENERAL,NTK,Carrying,13415,274,13689,5.72,4.73
6,229, KANNIYAKUMARI ,289561,Rajan. S,MALE,39,GENERAL,IND,Baby walker,453,1,454,0.19,0.16
7,229, KANNIYAKUMARI ,289561,Reagon Anto.j,MALE,35,GENERAL,tavk,Camera,297,4,301,0.13,0.1
9,229, KANNIYAKUMARI ,289561,Sivalingam.c,MALE,32,GENERAL,NIDP,Spanner,192,2,194,0.08,0.07
10,229, KANNIYAKUMARI ,289561,Manavai Kannan. M,MALE,39,GENERAL,CPIM,Gas cylinder,137,3,140,0.06,0.05
11,229, KANNIYAKUMARI ,289561,David Sahaya Bascar,MALE,56,GENERAL,IND,Grapes,108,9,117,0.05,0.04
12,229, KANNIYAKUMARI ,289561,Ramakrishnan.c,MALE,53,GENERAL,IND,Balloon,106,1,107,0.04,0.04
13,229, KANNIYAKUMARI ,289561,Sudhagar.r,MALE,43,GENERAL,IND,Almirah,82,11,93,0.04,0.03
